x,y,z
1.31044,-1.74805,0.855722
1.31835,-1.69739,0.859414
1.31185,-1.64514,0.856586
1.31942,-1.5836,0.86015
1.30757,-1.54236,0.854871
0.740641,-0.409397,0.600618
0.897297,-0.420012,0.671538
0.970538,-0.448099,0.704645
1.91985,-0.699315,1.13401
1.95853,-0.66123,1.1516
2.10099,-0.664801,1.21611
2.17995,-0.666877,1.25187
2.21423,-0.665793,1.26739
2.29345,-0.665723,1.30326
2.34282,-0.667883,1.32562
2.40645,-0.599908,1.35459
2.40714,-0.491195,1.35514
2.40645,-0.4432,1.35493
2.40498,-0.395379,1.35437
2.40996,-0.348788,1.35672
2.40539,-0.289286,1.35479
2.40323,-0.242195,1.35391
2.40032,-0.195274,1.3527
2.39833,-0.183486,1.35182
2.43724,-0.139245,1.36954
2.51601,-0.13155,1.40523
4.43508,-0.209835,2.27414
4.43585,-0.188507,2.27453
4.43988,-0.145931,2.27645
4.44118,-0.081873,2.27718
4.44436,-0.039184,2.27871
4.45607,0.046424,2.28421
4.45583,0.067851,2.28414
4.45144,0.11061,2.28225
4.44639,0.131879,2.28001
4.4458,0.153259,2.27979
4.45621,0.19653,2.2846
4.45628,0.218001,2.28468
4.45434,0.26085,2.28389
4.44934,0.303494,2.28172
4.44619,0.367729,2.28044
4.45395,0.411479,2.28405
4.44137,0.431839,2.27839
4.43869,0.453101,2.27723
4.3497,0.486289,2.237
3.71636,0.433844,1.95007
3.58693,0.436273,1.89146
3.56796,0.45137,1.8829
3.54793,0.483496,1.8739
3.54596,0.50057,1.87305
3.55408,0.553973,1.87684
3.55432,0.606474,1.87707
3.55483,0.659243,1.87741
3.54931,0.711059,1.87502
2.73649,0.576317,1.50663
2.43794,0.538261,1.37134
2.39788,0.553591,1.35324
2.28164,0.538453,1.30056
2.10238,0.507097,1.21931
2.04255,0.503133,1.19221
1.94549,0.489306,1.14822
1.86633,0.479073,1.11235
1.649,0.457593,1.01388
1.65042,0.483546,1.01459
1.76106,0.52475,1.06478
2.1727,0.668773,1.25151
2.08924,0.687009,1.21376
1.99215,0.68691,1.16979
1.87454,0.686711,1.11653
1.74884,0.688383,1.05961
1.66085,0.690546,1.01976
1.54979,0.670672,0.969424
1.43493,0.703145,0.917482
0.298962,0.373242,0.402315
0.358028,0.999012,0.430438
0.378753,1.16834,0.440195
-0.296153,1.21944,0.134666
-0.485955,0.995324,0.04822
-0.488491,0.786569,0.046613
-0.485382,0.74546,0.047931
-0.493252,0.649263,0.044155
-0.361262,-0.396853,0.097135
-0.249931,-0.403327,0.148993
-0.148839,-0.40481,0.196093
-0.482781,-2.15223,0.036641
-0.132679,-2.30038,0.19944
0.733157,-0.398653,0.60706
0.837349,-0.404321,0.655595
0.944143,-0.449351,0.705254
1.62514,-0.758183,1.02188
1.85269,-0.842129,1.12771
1.85894,-0.690854,1.13096
1.90155,-0.665727,1.15087
2.02393,-0.665231,1.20789
2.05614,-0.66489,1.2229
2.12502,-0.664668,1.25499
2.23868,-0.664909,1.30795
2.33075,-0.667883,1.35084
2.3972,-0.231119,1.38277
4.32389,-0.205631,2.28054
4.33099,-0.185,2.28389
4.33225,-0.143129,2.28457
4.3258,-0.038336,2.2818
4.32906,0.066262,2.28355
4.32834,0.108108,2.2833
4.33025,0.171003,2.28433
4.3287,0.212857,2.2837
4.32772,0.254748,2.28334
4.33241,0.318076,2.28567
4.32789,0.359796,2.28365
4.32394,0.401539,2.2819
4.31604,0.463916,2.27836
4.2393,0.4764,2.24263
3.56868,0.436273,1.93008
3.5525,0.451712,1.92257
3.54876,0.48607,1.92091
3.55309,0.504124,1.92296
3.54893,0.538486,1.9211
3.54676,0.555652,1.92012
3.55168,0.573961,1.92246
3.55325,0.609378,1.92327
3.54916,0.6439,1.92144
3.54924,0.661563,1.92152
3.5455,0.713918,1.91989
2.52659,0.535125,1.44475
2.46573,0.534729,1.41639
2.39746,0.544216,1.3846
2.22907,0.528856,1.30611
2.08704,0.506033,1.23988
2.02751,0.502047,1.21213
1.94066,0.490635,1.17164
1.83098,0.472529,1.1205
1.84548,0.552519,1.12743
2.11415,0.687569,1.25291
2.04441,0.686695,1.22042
1.9488,0.685982,1.17586
1.81734,0.679233,1.1146
1.74068,0.717525,1.07897
1.59103,0.665282,1.00912
1.49067,0.674002,0.962379
1.39609,0.704283,0.91838
1.25446,0.66348,0.852299
1.09969,0.643187,0.780138
0.959272,0.568367,0.714549
0.288264,0.406962,0.401546
0.330541,0.616809,0.421707
-0.348702,-0.404425,0.098923
-0.148649,-0.399474,0.194591
-0.445215,-2.1521,0.0489
-0.391674,-2.14908,0.074508
-0.3429,-2.23383,0.097642
-0.237353,-2.2537,0.148066
0.299308,-0.461425,0.408648
1.29441,-1.79182,0.881515
1.29974,-1.61825,0.884446
0.9274,-0.454609,0.70899
1.4725,-0.708154,0.969073
1.79356,-0.850334,1.12227
1.81381,-0.797863,1.13207
1.81011,-0.695894,1.13053
1.88699,-0.663927,1.16736
1.99404,-0.6693,1.21854
2.0781,-0.664251,1.25874
2.1972,-0.667367,1.31568
2.40935,-0.594336,1.41729
2.40281,-0.446979,1.41449
2.40408,-0.399204,1.4152
2.40415,-0.339543,1.41537
2.40371,-0.29199,1.41526
2.4043,-0.244737,1.41565
2.40235,-0.197402,1.41482
2.39679,-0.185212,1.41219
2.42723,-0.14007,1.42684
2.47912,-0.130936,1.45167
4.20574,-0.200999,2.27711
4.21368,-0.180877,2.28096
4.21491,-0.139939,2.28164
4.21115,-0.037504,2.28007
4.20719,0.064714,2.2784
4.20558,0.105561,2.27772
4.21744,0.167369,2.28353
4.21593,0.208334,2.2829
4.21215,0.269693,2.28123
4.20983,0.310603,2.28021
4.21259,0.351939,2.28162
4.20892,0.413384,2.28
4.20277,0.45397,2.27715
4.08784,0.461667,2.22221
3.67511,0.433318,2.0248
3.57831,0.439561,1.97853
3.5622,0.45513,1.97085
3.55647,0.507043,1.96823
3.5537,0.559429,1.96703
3.54824,0.593814,1.96449
3.54585,0.611059,1.96339
3.54985,0.664879,1.96542
3.55074,0.682812,1.96588
3.54801,0.700069,1.96461
2.51156,0.534563,1.46866
2.42056,0.539827,1.42516
2.39188,0.545617,1.41146
2.33143,0.543782,1.38255
2.16959,0.517382,1.30511
2.03004,0.49475,1.23833
1.99637,0.496836,1.22223
1.89939,0.482664,1.17583
1.6699,0.442111,1.06601
1.65233,0.454612,1.05763
1.64964,0.462446,1.05637
1.99833,0.600789,1.2234
2.18212,0.666977,1.31143
2.0664,0.686439,1.25614
1.96681,0.685126,1.20852
1.87963,0.685382,1.16683
1.76035,0.67099,1.10977
1.74307,0.683548,1.10153
1.64218,0.689844,1.05331
1.53976,0.673214,1.00429
1.44448,0.673169,0.958737
1.24874,0.694086,0.865187
1.24599,0.700209,0.863886
0.29816,0.654756,0.410574
0.338743,0.947387,0.430627
0.349794,0.988846,0.436003
0.279246,1.05123,0.402408
0.180421,-2.26138,0.350352
1.30387,-1.61778,0.903481
1.31478,-1.58888,0.9089
0.687525,-0.412894,0.603494
0.685902,-0.398941,0.602729
0.78578,-0.402674,0.651767
1.41707,-0.702033,0.961106
1.74683,-0.853089,1.12271
1.75015,-0.844504,1.12436
1.75873,-0.797971,1.12867
1.75458,-0.746472,1.12675
1.76723,-0.692882,1.13308
1.81962,-0.663516,1.15887
1.90957,-0.665064,1.20304
2.01794,-0.670047,1.25625
2.13194,-0.662346,1.31225
2.22898,-0.66878,1.35988
2.41311,-0.561304,1.45055
2.41226,-0.475391,1.45032
2.41717,-0.140225,1.45348
4.08983,-0.196495,2.27475
4.09173,-0.13657,2.27582
4.09155,-0.036632,2.27595
4.09479,0.063319,2.27776
4.09679,0.103374,2.27884
4.09248,0.163272,2.27685
4.09191,0.203278,2.27666
4.10002,0.223745,2.28069
4.09986,0.263893,2.2807
4.10029,0.304123,2.281
4.09904,0.324143,2.28043
4.09631,0.364164,2.27918
4.09327,0.404157,2.27778
3.96221,0.44986,2.21352
3.64801,0.43237,2.05918
3.5633,0.439999,2.0176
3.55439,0.456497,2.01326
3.54887,0.490974,2.01063
3.5469,0.508312,2.0097
3.54413,0.560828,2.00846
3.53985,0.613199,2.00647
3.54905,0.650358,2.01107
3.54547,0.703207,2.00944
2.77485,0.579218,1.63073
2.43811,0.534154,1.46526
2.31651,0.543169,1.40557
2.14408,0.514044,1.32083
2.07014,0.507097,1.2845
1.77197,0.462149,1.13798
1.71416,0.509842,1.1097
2.14285,0.647244,1.32053
2.12631,0.687245,1.31249
2.02095,0.685828,1.26075
1.92542,0.684776,1.21383
1.8371,0.683572,1.17046
1.69216,0.676675,1.09927
1.4996,0.667894,1.00469
1.38699,0.690639,0.949442
1.01323,0.599723,0.765693
0.287834,0.80753,0.409937
0.349129,1.01834,0.440507
0.347935,1.11205,0.44013
0.248909,1.20338,0.391704
-0.144696,1.17072,0.198343
-0.246851,1.21285,0.148272
-0.449245,1.27727,0.049026
-0.343448,-0.397656,0.092992
-0.246776,-0.397996,0.141729
0.08545,-2.34821,0.304857
0.176429,-2.23152,0.350986
1.29844,-1.62,0.918029
1.22282,-0.632226,0.882117
1.69132,-0.860706,1.11781
1.71621,-0.792992,1.13051
1.71202,-0.742204,1.12851
1.71173,-0.694024,1.12847
1.75615,-0.663308,1.15093
1.87014,-0.665127,1.2084
1.95814,-0.664412,1.25277
2.08854,-0.663585,1.31851
2.16515,-0.664743,1.35713
2.25057,-0.666992,1.40019
2.33445,-0.667129,1.44248
2.40806,-0.440549,1.4801
2.40744,-0.391913,1.4799
2.40694,-0.343559,1.47975
2.40922,-0.295775,1.48101
2.40541,-0.247461,1.4792
2.39649,-0.210894,1.47478
2.39371,-0.198797,1.47341
2.40978,-0.152455,1.48161
2.50986,-0.13396,1.53211
3.98597,-0.192549,2.27618
3.98332,-0.09454,2.27506
3.98492,-0.035872,2.276
3.99083,0.062048,2.2792
3.99462,0.101345,2.2812
3.98947,0.16003,2.27873
3.9872,0.218777,2.27772
3.98709,0.258037,2.27775
3.98725,0.317024,2.27796
3.98904,0.356562,2.27895
3.98447,0.415289,2.27678
3.85935,0.440576,2.21376
3.55578,0.441424,2.06071
3.55401,0.458889,2.05986
3.55272,0.511866,2.05933
3.54904,0.564605,2.05759
3.54297,0.61702,2.05465
3.55286,0.636622,2.05967
3.55385,0.654717,2.06022
3.54946,0.689784,2.05808
3.54409,0.706694,2.05541
2.52028,0.529273,1.53885
2.47872,0.533252,1.5179
2.44506,0.538559,1.50095
2.39876,0.55302,1.47764
2.27598,0.53663,1.4157
2.09574,0.505282,1.32476
1.97075,0.485596,1.2617
1.94792,0.490104,1.2502
1.85022,0.475358,1.20091
1.67701,0.440034,1.11351
1.65961,0.452849,1.10476
1.79536,0.536649,1.17339
2.19068,0.66515,1.37298
2.07689,0.686166,1.31566
1.97735,0.685481,1.26547
1.86617,0.68786,1.20943
1.78879,0.679233,1.1704
1.69462,0.681358,1.12292
1.58174,0.671949,1.06599
1.25386,0.666236,0.900676
1.08116,0.635966,0.813538
0.361608,1.22668,0.452092
0.367237,1.26258,0.45501
0.268628,1.01168,0.404733
0.163404,1.233,0.352179
-0.509893,-2.15066,-0.001214
1.14496,-0.609731,0.857945
1.65934,-0.849225,1.12338
1.67108,-0.796015,1.12957
1.66705,-0.745916,1.12759
1.66855,-0.69916,1.12848
1.71785,-0.66203,1.15405
1.83109,-0.664919,1.2126
1.91258,-0.66298,1.25474
2.01139,-0.664331,1.30583
2.11483,-0.664212,1.35932
2.20057,-0.66749,1.40364
2.31922,-0.666393,1.465
2.41131,-0.591897,1.51279
2.40449,-0.491277,1.50948
2.40467,-0.442309,1.50969
2.41024,-0.394483,1.51267
2.40624,-0.345315,1.51072
2.40854,-0.297289,1.51201
2.40831,-0.249095,1.512
2.39758,-0.200191,1.50657
2.38483,-0.175407,1.50003
2.41624,-0.153686,1.51632
2.41857,-0.141825,1.51755
2.4883,-0.133535,1.55362
3.87683,-0.188302,2.27148
3.88124,-0.092621,2.27398
3.88104,-0.035128,2.274
3.88426,0.060722,2.27588
3.88494,0.118293,2.27636
3.8865,0.156752,2.27726
3.88429,0.214296,2.27625
3.88245,0.252639,2.27538
3.89064,0.311033,2.27975
3.88575,0.368544,2.27735
3.88094,0.406712,2.27495
3.79012,0.435026,2.22805
3.5976,0.431002,2.12849
3.54909,0.460712,2.10348
3.5469,0.51377,2.10246
3.55067,0.55001,2.10449
3.54849,0.567543,2.1034
3.55007,0.603616,2.1043
3.54768,0.621146,2.10311
3.55146,0.657785,2.10514
3.55133,0.711925,2.1052
3.5459,0.728925,2.10243
2.51886,0.531834,1.57093
2.39184,0.55442,1.5053
2.23231,0.529273,1.42275
2.05218,0.497563,1.32954
2.0103,0.497943,1.30789
1.82275,0.47093,1.21085
1.87737,0.563967,1.2393
2.12807,0.683886,1.3692
2.03819,0.688147,1.32273
1.93333,0.684532,1.2685
1.84834,0.685073,1.22456
1.73248,0.680893,1.16464
1.63737,0.680606,1.11546
1.53124,0.671774,1.06056
1.43648,0.672155,1.01157
1.24934,0.690502,0.914843
1.24313,0.702502,0.91166
1.04267,0.617166,0.807814
0.359423,0.307625,0.453825
0.353559,1.0055,0.452364
0.349096,1.01839,0.450085
0.355931,1.06379,0.453722
0.354615,1.10193,0.453127
0.356214,1.1674,0.454101
0.257295,0.978336,0.402527
0.257458,1.2587,0.403242
-0.444881,-2.14415,0.026845
0.6316,-0.41186,0.601424
0.633165,-0.396105,0.602289
1.48073,-0.799008,1.05068
1.62178,-0.844624,1.12535
1.6222,-0.796426,1.12568
1.62236,-0.748986,1.12588
1.62748,-0.695207,1.12871
1.6931,-0.66568,1.16357
1.77704,-0.668692,1.20805
1.8664,-0.660922,1.25544
1.95352,-0.670162,1.3016
2.06391,-0.663044,1.36014
2.14226,-0.665006,1.40167
2.18749,-0.667232,1.42564
2.26185,-0.665636,1.46507
2.39969,-0.642521,1.53819
2.39882,-0.592108,1.53785
3.77178,-0.184227,2.26659
3.78671,-0.09087,2.27471
3.78561,-0.034456,2.27426
3.78616,0.05952,2.27477
3.7851,0.115899,2.27433
3.78226,0.153404,2.27291
3.78893,0.210205,2.27657
3.78435,0.266491,2.27428
3.78741,0.304478,2.27598
3.78351,0.360859,2.27404
3.77632,0.416887,2.27036
3.71137,0.428366,2.23595
3.59019,0.432476,2.17172
3.5586,0.464472,2.15505
3.55287,0.517451,2.15213
3.55484,0.55367,2.15326
3.55245,0.60733,2.15211
3.54943,0.661014,2.15063
3.54677,0.696757,2.14931
2.51272,0.533481,1.60077
2.45857,0.53475,1.57207
2.42006,0.538942,1.55166
2.34568,0.546817,1.51225
2.17925,0.519669,1.42396
2.04072,0.497563,1.35047
1.99734,0.497517,1.32748
1.87727,0.477727,1.26378
1.79615,0.466723,1.22076
1.66611,0.442065,1.15176
1.66438,0.450388,1.15087
1.69886,0.504677,1.16927
2.09743,0.632899,1.38084
2.17685,0.668265,1.42302
2.09571,0.688627,1.38006
1.99452,0.688139,1.32642
1.88867,0.682968,1.27029
1.75795,0.684841,1.201
1.69673,0.680244,1.16854
1.57826,0.668973,1.10571
1.48527,0.672667,1.05642
0.34893,0.306601,0.453203
0.349881,0.989846,0.455254
0.3478,1.08886,0.454374
0.250703,1.2137,0.403185
0.249742,1.27986,0.402825
0.155614,1.19848,0.352742
-0.394277,-2.16196,0.048248
0.722603,-0.411454,0.660279
1.34332,-0.746986,0.997443
1.41202,-0.775887,1.03478
1.55967,-0.846285,1.115
1.57371,-0.796522,1.12276
1.5833,-0.744989,1.12809
1.57992,-0.697493,1.12636
1.62519,-0.661579,1.15109
1.73505,-0.666791,1.21089
1.8422,-0.666627,1.26922
1.92877,-0.66585,1.31635
2.02915,-0.667,1.371
2.0892,-0.663945,1.4037
2.20369,-0.664453,1.46603
2.28788,-0.665166,1.51186
2.33644,-0.666722,1.53829
2.40809,-0.598029,1.57746
2.40583,-0.497302,1.57646
2.40524,-0.44759,1.57624
2.40821,-0.398766,1.57797
2.40519,-0.349205,1.57644
2.41037,-0.288787,1.5794
2.40738,-0.239762,1.57788
2.39246,-0.214159,1.56982
2.3861,-0.189561,1.56641
2.4047,-0.15475,1.57662
2.40526,-0.142702,1.57695
2.47732,-0.122075,1.61623
3.67664,-0.162304,2.26906
3.67809,-0.143972,2.26989
3.67849,-0.088825,2.27024
3.67739,-0.03368,2.26976
3.67882,0.058193,2.27075
3.67691,0.113289,2.26983
3.68288,0.150304,2.27317
3.68429,0.205676,2.27407
3.69383,0.261735,2.27939
3.69045,0.317067,2.27767
3.67909,0.35309,2.27157
3.67467,0.408196,2.26929
3.5849,0.434475,2.22048
3.54738,0.465839,2.20012
3.54554,0.48356,2.19916
3.54451,0.501394,2.19864
3.55386,0.52075,2.20377
3.55057,0.556382,2.20206
3.54839,0.574118,2.20092
3.55337,0.611191,2.20371
3.54938,0.646837,2.20162
3.54945,0.665051,2.2017
3.53453,0.716808,2.1937
2.49984,0.53403,1.62998
2.44945,0.536061,1.60255
2.39614,0.549422,1.57356
2.12879,0.510882,1.42793
1.77832,0.531291,1.23717
2.14639,0.651536,1.43783
2.08355,0.688904,1.4037
2.00832,0.686154,1.36274
1.94756,0.686946,1.32966
1.83051,0.696754,1.26596
1.82366,0.704354,1.26225
1.73532,0.680332,1.2141
1.63358,0.687118,1.15873
1.53031,0.670538,1.10247
1.25279,0.662073,0.951363
0.334124,0.942972,0.45187
0.34805,1.14208,0.459905
0.349945,1.16364,0.460985
0.348277,1.26063,0.460298
0.243227,0.942136,0.402382
0.245007,1.17555,0.403883
-0.295745,-2.2022,0.098085
0.242191,-0.376998,0.402321
0.598753,-0.416681,0.601117
1.52745,-0.843374,1.11816
1.54456,-0.795901,1.12781
1.54319,-0.748918,1.12716
1.54099,-0.693494,1.12606
1.68004,-0.659143,1.2037
1.76636,-0.662899,1.25184
1.86305,-0.667727,1.30576
1.94423,-0.664381,1.35105
1.98112,-0.666006,1.37162
2.04581,-0.66521,1.40771
2.15533,-0.665425,1.4688
2.22374,-0.662391,1.50696
2.3372,-0.670823,1.57023
2.41081,-0.589486,1.61147
2.40827,-0.488188,1.61029
2.40063,-0.436941,1.60614
2.40687,-0.3885,1.60974
2.40544,-0.338972,1.60905
2.40324,-0.289618,1.60794
2.40028,-0.240453,1.6064
2.39851,-0.215947,1.60547
2.39743,-0.191563,1.60492
2.39993,-0.143219,1.60643
2.40306,-0.131267,1.6082
3.59171,-0.159491,2.27116
3.57955,-0.086948,2.26454
3.58682,0.165301,2.26917
3.58801,0.201487,2.26992
3.5897,0.255866,2.27099
3.58729,0.310033,2.26976
3.58338,0.364084,2.26771
3.58043,0.400084,2.26615
3.55206,0.451068,2.25044
3.54915,0.504949,2.24894
3.55381,0.578315,2.2517
3.55096,0.61431,2.2502
3.54348,0.70441,2.24623
2.54052,0.53258,1.6864
2.3924,0.551771,1.60382
2.27905,0.537814,1.54056
2.0821,0.502707,1.43062
1.97939,0.488592,1.3733
1.93996,0.489215,1.35131
1.84773,0.475989,1.29983
1.6773,0.441483,1.20469
1.64824,0.469154,1.18854
1.86666,0.560668,1.31059
2.18611,0.667365,1.48902
2.1463,0.690208,1.46686
2.03009,0.686447,1.40203
1.99565,0.68587,1.38282
1.87163,0.685078,1.31365
1.76155,0.684639,1.25224
1.69339,0.687182,1.21423
1.59679,0.675809,1.16032
1.4295,0.672501,1.067
1.34656,0.674175,1.02074
1.30922,0.679542,0.99992
1.24802,0.678934,0.965782
1.23589,0.703315,0.95907
1.1015,0.649075,0.883986
1.06247,0.633309,0.86218
0.330636,1.20845,0.455285
0.234442,0.975976,0.401097
0.233939,1.07595,0.401045
0.235672,1.10233,0.402072
0.149179,1.17382,0.353991
-0.398385,1.26762,0.048779
-0.348692,-2.16488,0.064073
-0.200596,-2.19301,0.148662
0.588081,-0.399937,0.603611
1.01743,-0.601362,0.848571
1.4991,-0.84242,1.12334
1.56618,-0.663558,1.1621
1.6466,-0.659507,1.20808
1.73231,-0.664005,1.25706
1.81507,-0.664827,1.30436
1.89813,-0.663262,1.35185
2.07174,-0.666344,1.45108
2.10272,-0.664743,1.46879
2.17653,-0.664199,1.51099
2.27154,-0.668356,1.56528
2.4027,-0.19315,1.64135
2.43123,-0.145954,1.65776
2.49332,-0.136984,1.69328
2.5285,-0.126064,1.71341
2.55102,-0.10129,1.72634
2.55571,-0.088513,1.72905
2.55645,-0.049659,1.72957
2.54674,0.053773,1.72425
2.54808,0.105487,1.72514
2.54604,0.157115,1.72409
2.54409,0.208765,1.72309
2.54308,0.260562,1.72264
2.54763,0.300108,1.72533
2.54264,0.351701,1.7226
2.54891,0.405085,1.7263
2.54233,0.456689,1.72266
2.55314,0.498452,1.72894
2.55122,0.511386,1.72787
2.54925,0.52431,1.72677
2.41769,0.535499,1.6516
2.39263,0.542581,1.63728
2.22002,0.527209,1.53858
1.81259,0.469909,1.30556
1.65249,0.455446,1.21401
1.64905,0.463385,1.21206
1.69828,0.504575,1.2403
2.09288,0.631724,1.46615
2.17186,0.667109,1.51138
2.08871,0.687423,1.4639
1.91914,0.685188,1.36697
1.83762,0.687195,1.32037
1.73829,0.679869,1.26357
1.63936,0.679017,1.20702
1.54834,0.677563,1.15499
1.49858,0.673569,1.12654
1.39389,0.668362,1.06669
1.19285,0.809015,0.952091
1.21898,0.834783,0.967089
1.25242,0.86591,0.986272
1.27744,0.891758,1.00064
1.27062,0.904783,0.996767
0.231638,1.02107,0.403137
0.248694,1.20944,0.41332
-0.299997,1.23415,0.099738
-0.29891,-0.409384,0.092746
-0.299675,-2.18695,0.088179
0.682255,-0.41882,0.667066
1.18951,-0.713107,0.963314
1.31791,-0.780243,1.03832
1.47154,-0.795452,1.12822
1.4584,-0.743617,1.12064
1.45943,-0.6914,1.12137
1.51657,-0.664449,1.15487
1.69445,-0.663308,1.25901
1.77415,-0.664007,1.30565
1.95013,-0.663773,1.40867
2.02733,-0.667375,1.45386
2.12558,-0.664392,1.51137
2.21156,-0.666885,1.5617
2.30528,-0.669858,1.61655
2.40839,-0.596116,1.67708
2.41032,-0.494586,1.67844
2.40711,-0.443481,1.67668
2.40739,-0.393346,1.67696
2.40518,-0.343091,1.67579
2.40135,-0.29294,1.67366
2.40534,-0.24391,1.67611
2.39846,-0.21859,1.67214
2.39138,-0.193426,1.66805
2.47111,-0.136606,1.71485
2.48534,-0.099308,1.72327
2.48467,-0.048572,1.723
2.48278,0.052755,1.72213
2.485,0.103528,1.72355
2.48474,0.154303,1.72351
2.48026,0.204818,1.721
2.4819,0.255905,1.72208
2.48362,0.307227,1.72321
2.47685,0.357596,1.71936
2.48214,0.409884,1.72258
2.48149,0.461555,1.72232
2.48538,0.501352,1.72469
2.37835,0.555296,1.66216
2.27647,0.543816,1.6025
2.15531,0.526617,1.53153
2.00647,0.501318,1.44435
1.87388,0.47857,1.36668
1.74909,0.456446,1.29358
1.67667,0.446796,1.25117
1.77965,0.53173,1.31165
2.191,0.665118,1.55275
2.11577,0.688868,1.50876
2.04249,0.687798,1.46587
1.97601,0.687578,1.42695
1.94118,0.686406,1.40656
1.88402,0.687504,1.3731
1.78747,0.682905,1.31658
1.68065,0.680893,1.25404
1.44871,0.672667,1.11825
1.55203,0.775753,1.17897
1.55574,0.806015,1.18121
1.29588,0.681172,1.02881
1.24917,0.695949,1.0015
1.08141,0.638544,0.90317
1.11119,0.751728,0.920865
1.1545,0.812411,0.946355
1.17828,0.853727,0.960369
1.19647,0.901001,0.971129
1.24453,0.945606,0.999366
1.25396,0.961816,1.00493
-0.368487,-0.405466,0.047259
-0.288596,-0.396026,0.095142
-0.198778,-0.398418,0.148946
-0.199658,-2.19998,0.144218
-0.191421,-2.20087,0.149151
0.145001,-2.28398,0.350504
1.14987,-0.709177,0.95618
1.39536,-0.83959,1.10295
1.41842,-0.844065,1.11675
1.43372,-0.798157,1.12603
1.42239,-0.747579,1.11936
1.42912,-0.698699,1.1235
1.49005,-0.665849,1.16008
1.56843,-0.663673,1.20704
1.74257,-0.666291,1.31136
1.81381,-0.662401,1.35405
1.90995,-0.664947,1.41164
1.97506,-0.665351,1.45065
2.06514,-0.661071,1.50462
2.15381,-0.665469,1.55773
2.24021,-0.667375,1.60949
2.27848,-0.66624,1.63242
2.33846,-0.670889,1.66834
2.4077,-0.664457,1.70984
2.40102,-0.597981,1.70599
2.41059,-0.497699,1.71196
2.40067,-0.445038,1.70614
2.40436,-0.395284,1.70846
2.40049,-0.344545,1.70626
2.39834,-0.331756,1.705
2.41035,-0.295846,1.71228
2.40581,-0.245466,1.70968
2.40307,-0.195566,1.70816
2.39435,-0.182521,1.70296
2.41244,-0.146625,1.71388
2.42193,-0.097394,1.71968
2.42365,0.051828,1.72107
2.4216,0.101533,1.71995
2.42993,0.151862,1.72506
2.4221,0.201294,1.72048
2.42208,0.251335,1.72059
2.42472,0.301859,1.72229
2.42233,0.351956,1.72097
2.42768,0.403449,1.7243
2.41444,0.451968,1.71648
2.43427,0.507048,1.72849
2.38838,0.548327,1.70109
2.31901,0.544918,1.65952
2.2287,0.535813,1.6054
2.11585,0.520282,1.53775
1.99812,0.502362,1.46718
1.70879,0.448846,1.29373
1.6477,0.450866,1.25713
1.6508,0.478689,1.25905
1.9247,0.578139,1.42338
2.07438,0.691233,1.51331
1.89527,0.685188,1.40599
1.82791,0.681762,1.36563
1.74598,0.681375,1.31655
1.64402,0.679914,1.25546
1.5977,0.67957,1.22771
1.49746,0.672667,1.16764
1.3991,0.687737,1.10875
1.4376,0.715104,1.13188
1.63926,0.823895,1.25294
1.63301,0.840767,1.24924
1.56786,0.81731,1.21015
1.30952,0.692579,1.05509
1.23932,0.7028,1.01306
1.12907,0.66308,0.946919
1.04911,0.623798,0.898923
1.23231,0.854454,1.00922
1.23087,0.905622,1.00847
1.22122,0.988774,1.00288
1.22527,1.00133,1.00534
1.27476,1.07055,1.03515
1.32578,1.13342,1.06586
0.30726,0.875315,0.455077
-0.119993,1.22276,0.199924
-0.199424,-0.406432,0.14525
-0.517758,-1.72668,-0.054447
-0.517362,-1.77636,-0.054319
-0.513171,-1.81473,-0.051822
-0.510172,-2.08378,-0.050602
-0.390475,-2.14929,0.023166
-0.347727,-2.19541,0.049457
0.540609,-0.416272,0.60225
0.540155,-0.396099,0.602016
0.630671,-0.41123,0.657881
1.32865,-0.833227,1.08794
1.38166,-0.793835,1.12077
1.39105,-0.746301,1.12668
1.38022,-0.69782,1.12011
1.43892,-0.666,1.15643
1.51485,-0.664616,1.20333
1.5968,-0.662614,1.25394
1.61775,-0.661781,1.26688
1.69449,-0.66338,1.31427
1.77234,-0.663027,1.36235
1.83335,-0.66473,1.40002
1.85862,-0.663262,1.41563
1.93047,-0.666844,1.46
2.01973,-0.663412,1.51513
2.09198,-0.663618,1.55975
2.13804,-0.66623,1.58819
2.1751,-0.665636,1.61108
2.2584,-0.665998,1.66252
2.39562,-0.20907,1.74834
2.39291,-0.146676,1.74681
2.38702,-0.096813,1.74329
2.39059,-0.047435,1.74561
2.38499,0.100856,1.7425
2.38137,0.150111,1.74038
2.38976,0.200307,1.74568
2.38625,0.262195,1.74366
2.38985,0.30007,1.74597
2.37774,0.360959,1.73863
2.38374,0.412156,1.74246
2.38896,0.463711,1.7458
2.28853,0.542373,1.68397
2.19731,0.532812,1.62761
2.09704,0.520077,1.56566
1.86037,0.48219,1.41941
1.67755,0.444503,1.30641
1.72312,0.513155,1.33472
2.14155,0.647999,1.59345
2.16381,0.666625,1.60724
2.12417,0.689922,1.58281
2.07651,0.686189,1.55337
2.04856,0.688512,1.53611
1.96987,0.684483,1.48751
1.94529,0.687009,1.47233
1.84324,0.682748,1.4093
1.75862,0.681975,1.35704
1.68965,0.684841,1.31445
1.52208,0.68037,1.21095
1.44937,0.674303,1.16604
1.56629,0.784832,1.2385
