x,y,z
2.31364,-0.607326,0.259682
2.36468,-0.609709,0.259653
2.38835,-0.593634,0.259674
2.40127,-0.552534,0.25975
2.39819,-0.529832,0.259797
2.23258,-0.46268,0.26001
2.18949,-0.443796,0.260069
2.25112,-0.42569,0.260076
2.36104,-0.42517,0.260024
2.40705,-0.411802,0.260029
2.4145,-0.391421,0.260066
2.417,-0.348652,0.260151
2.4151,-0.294753,0.260259
2.41299,-0.241202,0.260367
2.40288,-0.197904,0.260459
2.39674,-0.186874,0.260484
2.4246,-0.146525,0.260551
2.52765,-0.130626,0.260534
7.33082,-0.346785,0.257812
7.34156,-0.283107,0.257934
7.34975,-0.219209,0.258058
7.35064,-0.187138,0.258122
7.33899,-0.122768,0.258256
7.31146,-0.090399,0.258334
7.16279,-0.057304,0.258471
7.16297,-0.02605,0.258533
7.29093,0.03711,0.258599
7.39869,0.069943,0.258613
7.41731,0.102487,0.258669
7.42713,0.167459,0.258794
6.4187,0.172745,0.259286
6.40089,0.200219,0.259349
6.39995,0.228146,0.259405
6.3989,0.256069,0.259462
6.40172,0.284164,0.259517
7.33031,0.357437,0.259221
7.44452,0.395573,0.259242
7.46369,0.429257,0.259301
7.47871,0.46287,0.259361
7.47738,0.528326,0.259492
7.475,0.560947,0.259559
7.44292,0.623901,0.2597
7.09745,0.62614,0.259869
6.9672,0.645298,0.259969
6.96432,0.675692,0.260031
7.12944,0.723126,0.260048
7.12622,0.754227,0.260111
6.10702,0.673314,0.260435
3.72163,0.426762,0.261079
3.61944,0.431053,0.261137
3.57289,0.457164,0.261211
3.55472,0.502213,0.26131
3.56023,0.566532,0.261436
3.55251,0.613085,0.261533
3.5658,0.663558,0.261627
3.55681,0.710176,0.261725
3.54878,0.724688,0.261758
2.66506,0.568495,0.261867
2.54042,0.553507,0.261896
2.4267,0.539831,0.261923
2.42432,0.550414,0.261945
3.58436,0.846748,0.261985
3.58355,0.863082,0.262018
3.57195,0.909915,0.262117
1.74042,0.451447,0.262073
1.67269,0.441676,0.262086
1.66009,0.453882,0.262116
1.64837,0.466174,0.262147
1.35576,0.415567,0.262185
1.1546,0.421181,0.262292
1.79899,0.665158,0.262473
1.83446,0.687388,0.2625
2.00106,0.769793,0.262586
2.05359,0.800304,0.262622
2.04293,0.827116,0.26268
0.888991,0.606223,0.262789
1.17217,0.806846,0.263055
1.21545,0.844477,0.26311
1.21502,0.852069,0.263125
1.21962,0.903826,0.263226
1.21996,0.954544,0.263328
1.22903,1.00563,0.263425
1.25123,1.22064,0.263845
1.25014,1.26291,0.26393
0.623638,1.12696,0.263957
0.409673,0.86046,0.263526
0.381996,1.09636,0.264011
-0.042188,-0.507281,0.260565
1.24681,-1.59403,0.271291
1.25375,-1.58857,0.271371
2.23682,-0.423089,0.283539
2.30453,-0.425485,0.284212
7.29307,-0.345036,0.334292
7.33746,-0.315052,0.334797
7.35475,-0.283647,0.335033
7.34095,-0.218971,0.335024
7.33619,-0.122735,0.335169
7.35265,-0.090918,0.335397
7.20617,-0.02621,0.334061
7.17922,0.005217,0.333854
7.28889,0.068913,0.335079
7.45897,0.135632,0.336914
7.45831,0.16818,0.336972
7.31956,0.197012,0.335642
6.4441,0.201595,0.32689
6.42911,0.257308,0.326852
7.37644,0.359726,0.336536
7.42872,0.394777,0.33713
7.44489,0.428224,0.337358
7.44296,0.460707,0.337404
7.43865,0.525648,0.337491
7.44626,0.558852,0.337633
7.0176,0.588317,0.333403
6.93429,0.611816,0.332616
7.0292,0.682065,0.333706
7.37137,0.747748,0.337262
7.39588,0.782855,0.337577
7.3924,0.815122,0.337607
3.72199,0.426876,0.300101
3.65555,0.435428,0.299453
3.36778,0.703177,0.297109
1.64123,0.448871,0.279323
1.74608,0.518744,0.280512
2.10382,0.645038,0.284345
2.10099,0.654214,0.284335
1.69518,0.618577,0.280203
1.7131,0.6336,0.280412
1.96224,0.755073,0.283148
0.964498,0.658056,0.27297
1.2511,0.902405,0.276327
1.25045,1.05122,0.276618
1.25038,1.13788,0.27679
0.662841,1.19871,0.271033
0.340839,0.649828,0.266713
0.560879,1.19248,0.27
0.409805,1.17757,0.268458
-0.520809,-1.70547,0.246628
-0.524035,-1.77132,0.246422
-0.520653,-1.81812,0.246406
-0.523001,-1.85695,0.246274
-0.522776,-1.9203,0.246153
-0.52652,-1.96797,0.245971
-0.517567,-2.00444,0.246104
-0.516455,-2.07486,0.245989
-0.516246,-2.15417,0.245835
-0.498105,-2.16151,0.246237
-0.446586,-2.15128,0.247442
-0.41864,-2.20983,0.247967
-0.392278,-2.22989,0.248533
-0.341737,-2.22603,0.249703
0.873131,-1.14799,0.279785
2.30046,-0.604279,0.313682
2.36213,-0.609459,0.315089
2.39549,-0.595804,0.315883
2.39621,-0.540731,0.31601
2.33382,-0.483988,0.314689
2.18403,-0.443002,0.311328
2.23581,-0.423089,0.312558
2.30252,-0.425303,0.314087
2.4056,-0.422646,0.316462
2.41289,-0.391421,0.316692
2.41836,-0.349081,0.316902
2.41547,-0.294995,0.316944
2.41536,-0.2416,0.317048
2.40825,-0.198479,0.316971
2.412,-0.145862,0.317163
2.52001,-0.130316,0.319677
7.3419,-0.347446,0.43008
7.34465,-0.283339,0.430272
7.33984,-0.219001,0.43029
7.33773,-0.186884,0.430306
7.34707,-0.122952,0.430648
7.34954,-0.090906,0.430769
7.38585,-0.059112,0.431667
7.38604,-0.026872,0.431736
7.20313,0.005236,0.427596
7.07107,0.036006,0.424622
7.01686,0.06636,0.423437
7.24692,0.131815,0.428856
7.24627,0.163446,0.428904
6.52094,0.17557,0.412256
6.49114,0.203126,0.411626
6.47013,0.259028,0.411255
6.51456,0.317792,0.412394
7.33872,0.390107,0.431483
7.44973,0.428626,0.434112
7.45378,0.461511,0.43427
9.14678,0.646523,0.473557
9.14387,0.686442,0.47357
6.95924,0.553016,0.423086
6.89699,0.578376,0.421706
6.8944,0.608476,0.421706
7.02208,0.650647,0.424726
7.38138,0.716444,0.433116
7.39807,0.750675,0.433568
7.39124,0.815232,0.43354
3.64627,0.434482,0.346695
3.64136,0.450029,0.346613
3.55904,0.455641,0.344732
3.56366,0.503752,0.344935
3.55973,0.550839,0.344939
3.54957,0.612915,0.344829
3.56458,0.631544,0.345212
3.56483,0.663741,0.345282
3.55584,0.710371,0.345168
3.37824,0.70563,0.341077
2.66041,0.567869,0.324301
2.54948,0.555849,0.321727
2.42798,0.540483,0.318903
2.4256,0.551079,0.318869
3.5892,0.848357,0.346211
3.59616,0.866594,0.346408
3.57385,0.910902,0.345984
1.73412,0.450192,0.302773
1.67414,0.442442,0.301379
1.65768,0.453618,0.301023
1.64951,0.482505,0.300893
1.74802,0.519598,0.303231
0.96733,0.353326,0.284953
1.41493,0.523665,0.295583
1.79551,0.673352,0.304631
1.82621,0.693966,0.305377
1.82316,0.701934,0.305323
0.679141,0.459591,0.278542
1.25052,0.988363,0.292733
1.25068,1.01537,0.292791
1.2513,1.15962,0.293094
0.517634,0.94724,0.275805
0.49632,1.05676,0.275534
0.36325,0.801029,0.271963
-0.407086,-0.402991,0.247559
-0.397579,-0.403987,0.247876
-0.348993,-0.40783,0.249498
-0.520433,-2.12955,0.2403
0.760418,-1.00082,0.285535
1.24197,-1.60419,0.300484
1.24895,-1.59875,0.300729
1.25591,-1.59328,0.300974
1.24479,-1.48369,0.30082
1.25125,-1.47823,0.301048
1.16431,-0.412071,0.300264
1.21409,-0.411844,0.301935
1.26977,-0.412231,0.303802
1.30297,-0.416715,0.304907
1.37035,-0.411987,0.307177
1.419,-0.413114,0.308807
1.46584,-0.412879,0.31038
1.55995,-0.417375,0.313528
2.37183,-0.492105,0.340619
2.29256,-0.423669,0.338096
2.36618,-0.426588,0.340561
7.22247,-0.341918,0.503669
7.24315,-0.279524,0.504488
7.2443,-0.247893,0.50459
7.23818,-0.184415,0.504512
7.24051,-0.121213,0.504717
7.24896,-0.089694,0.505063
7.35122,-0.058856,0.508556
7.40238,-0.026941,0.510336
7.18245,0.036586,0.503084
7.0653,0.066842,0.499214
6.97151,0.126852,0.496187
6.97088,0.157293,0.496227
6.5685,0.176915,0.482766
6.5317,0.204471,0.481586
6.5097,0.260707,0.48096
6.50717,0.317548,0.480989
7.41014,0.426501,0.511504
7.45409,0.461696,0.513049
7.40613,0.491199,0.511499
6.97024,0.492874,0.496877
6.92019,0.519714,0.495252
6.88797,0.547552,0.494226
6.88551,0.577624,0.494204
7.0681,0.624031,0.500423
7.44248,0.689842,0.513116
7.4394,0.722334,0.513078
7.39541,0.750675,0.511658
7.38857,0.815232,0.511558
3.71907,0.426876,0.387661
3.64671,0.434719,0.385249
3.56645,0.456783,0.3826
3.55423,0.502633,0.382282
3.54971,0.53366,0.382192
3.54886,0.565275,0.382227
3.55425,0.582061,0.382442
3.55692,0.614446,0.382596
3.56724,0.664473,0.383042
3.55824,0.711155,0.382834
3.53943,0.723487,0.382227
3.35134,0.700316,0.37587
2.64743,0.565365,0.351982
3.57794,0.846058,0.383765
3.58879,0.865189,0.384167
3.57716,0.912136,0.383871
1.53588,0.478845,0.314514
1.1832,0.815918,0.303355
1.24529,0.86673,0.30554
1.24781,0.901235,0.305694
1.25198,0.920987,0.305874
1.23874,0.953612,0.305494
1.25005,0.97981,0.305926
1.24647,1.00364,0.305854
1.24951,1.0612,0.306071
1.24253,1.10284,0.30592
1.25091,1.1399,0.306276
1.25119,1.1603,0.306326
1.24904,1.16849,0.30627
1.25145,1.21239,0.306439
1.24541,1.23856,0.306289
1.24706,1.25107,0.306369
1.18632,1.27634,0.304381
1.14557,1.28778,0.303037
1.09751,1.27805,0.301405
0.693391,1.25646,0.287803
0.59382,1.08757,0.284124
0.397484,0.857656,0.277076
-0.434511,1.2733,0.249993
-0.490648,0.990687,0.247544
-0.491794,0.94076,0.247405
-0.491305,0.847481,0.247235
-0.486119,0.790044,0.247294
-0.493497,0.742633,0.246952
-0.4898,0.696742,0.246984
-0.494354,0.647586,0.246733
-0.490698,0.542882,0.246646
-0.367044,-0.396065,0.245092
-0.324679,-0.399687,0.246949
-0.296297,-0.402629,0.248193
-0.270285,-0.395304,0.249352
-0.494963,-2.14592,0.235958
-0.346065,-2.25075,0.242302
-0.213569,-2.21988,0.248196
-0.208874,-2.27556,0.248291
-0.198952,-2.27644,0.248726
-0.184522,-2.22247,0.249469
0.118782,-0.349754,0.266569
0.748544,-0.951257,0.293085
1.28887,-1.53728,0.315695
1.30223,-1.52594,0.316305
0.885813,-0.41352,0.300203
0.901206,-0.411133,0.300885
0.953106,-0.409838,0.303172
1.00999,-0.408334,0.305679
1.07013,-0.410984,0.308321
1.10354,-0.407267,0.309799
1.51367,-0.412382,0.327841
2.33664,-0.614435,0.363661
2.35284,-0.607711,0.364388
2.38907,-0.59484,0.366008
2.40151,-0.564605,0.366616
2.39341,-0.518729,0.366351
2.37827,-0.493729,0.365735
2.20122,-0.446975,0.358035
2.30004,-0.425303,0.362429
2.38631,-0.419707,0.366237
2.41372,-0.413657,0.367456
2.41723,-0.392542,0.367653
2.41382,-0.348795,0.36759
2.41489,-0.295238,0.367744
2.41478,-0.241799,0.367846
2.40867,-0.198725,0.367664
2.39955,-0.187418,0.367285
2.41042,-0.145922,0.367847
2.51536,-0.130213,0.372497
7.26601,-0.344139,0.581175
7.26873,-0.280641,0.581422
7.27587,-0.249089,0.5818
7.3237,-0.18668,0.58403
7.39136,-0.156097,0.587069
7.40793,-0.026974,0.588057
7.38999,0.005376,0.587332
7.17188,0.067882,0.577857
6.96573,0.096367,0.56884
6.94726,0.12647,0.568087
6.92068,0.156233,0.566977
6.87399,0.185228,0.564979
6.58054,0.206097,0.552105
6.55653,0.262706,0.551161
6.57294,0.320909,0.552
7.25983,0.386234,0.582365
7.45057,0.429028,0.590847
7.44863,0.461572,0.590826
7.10164,0.471228,0.575572
6.88825,0.487306,0.566212
6.87011,0.516197,0.565472
7.3223,0.614545,0.585572
7.43996,0.657162,0.590836
7.43394,0.722141,0.590701
7.40289,0.751785,0.589394
7.39954,0.784118,0.589311
7.39605,0.816437,0.589222
3.72407,0.427674,0.426817
3.63288,0.4333,0.422815
3.56257,0.456529,0.419766
3.55926,0.503612,0.419715
3.55829,0.551145,0.419767
3.55995,0.615296,0.419968
3.55257,0.662094,0.419738
3.54752,0.709392,0.41961
3.33584,0.697455,0.410268
2.65568,0.567452,0.38007
2.48529,0.542437,0.37252
2.42536,0.540483,0.369878
2.42299,0.551079,0.369795
3.57701,0.846288,0.421182
3.57717,0.862848,0.421222
3.56557,0.909668,0.420805
1.75929,0.523584,0.340526
2.15295,0.650872,0.358109
1.09397,0.352,0.310898
0.924291,0.301965,0.303329
0.894155,0.300821,0.302
1.00075,0.371074,0.306833
0.999118,0.375449,0.30677
0.852241,0.350492,0.300255
0.849782,0.353836,0.300153
0.91865,0.406235,0.30329
0.879634,0.402893,0.301566
0.921129,0.62417,0.303835
1.25244,1.25744,0.319686
1.04944,1.27857,0.310793
0.99475,1.27888,0.308386
0.946935,1.27388,0.306272
0.895606,1.28508,0.304035
0.84682,1.28563,0.301888
0.759942,1.19901,0.297891
0.633902,1.16212,0.292269
-0.332817,1.27674,0.249947
-0.350275,1.27519,0.249176
-0.247335,-0.397292,0.247759
-0.242121,-0.400471,0.248038
-0.20848,-0.609972,0.249455
-0.144131,-2.19539,0.249794
0.758267,-1.00002,0.301471
0.762617,-0.996687,0.301715
0.693731,-0.890732,0.298165
0.824854,-1.00328,0.305101
1.30217,-1.56825,0.330037
1.30278,-1.46207,0.330283
0.750968,-0.404613,0.302265
0.801425,-0.404953,0.305019
2.22606,-0.452339,0.382728
7.3346,-0.347588,0.661929
7.42835,-0.221952,0.667301
7.42924,-0.18948,0.667414
7.40664,-0.124123,0.666311
7.40711,-0.091746,0.666401
7.40562,-0.026981,0.66645
7.39459,0.037706,0.665977
7.37937,0.069886,0.66521
6.96365,0.096395,0.64256
6.89628,0.125616,0.638939
6.89466,0.155737,0.638911
6.62357,0.207566,0.624209
6.59366,0.235485,0.622632
6.58858,0.264146,0.622412
6.61095,0.322954,0.623752
6.60948,0.35185,0.623729
6.7265,0.387572,0.630192
6.86128,0.425435,0.637628
6.85936,0.455423,0.637583
6.82426,0.513054,0.635782
7.39085,0.718375,0.667136
7.40056,0.751987,0.667733
7.39721,0.784329,0.667615
7.39372,0.816656,0.667489
3.72961,0.428585,0.466605
3.64739,0.43531,0.462129
3.55927,0.456402,0.457358
3.553,0.503053,0.457109
3.55894,0.551604,0.457531
3.56255,0.616146,0.457857
3.5591,0.663741,0.457764
3.55403,0.711155,0.457582
3.54698,0.725888,0.457227
3.20951,0.671503,0.438688
2.6431,0.565157,0.407541
3.56302,0.843529,0.458338
3.56708,0.860974,0.458595
3.55551,0.907693,0.458057
1.7432,0.453456,0.358172
1.67363,0.443208,0.354352
1.65237,0.453091,0.353211
1.64461,0.45871,0.352798
1.77611,0.528994,0.36012
1.18586,0.376145,0.327579
1.02639,0.330611,0.318779
1.01102,0.442152,0.318163
1.14846,0.514138,0.325813
0.759121,0.352228,0.304226
0.726823,0.34116,0.30244
0.716279,0.351658,0.301885
0.728303,0.410484,0.302659
0.8085,0.548598,0.307316
1.25265,1.0751,0.332627
0.755861,1.19395,0.305734
0.730964,1.16595,0.304318
0.716689,1.20055,0.303608
0.724543,1.2505,0.304137
0.697613,1.26696,0.302699
0.66715,1.2244,0.30095
0.430886,1.24557,0.288089
-0.308303,1.24795,0.247725
-0.198795,-0.403701,0.248343
-0.192699,-0.399983,0.248747
-0.18356,-0.52773,0.249086
-0.205256,-0.599553,0.24753
-0.299049,-2.19597,0.238226
-0.135173,-2.20098,0.248881
-0.129043,-2.26344,0.249155
0.717084,-0.889307,0.306972
1.36693,-0.411987,0.350219
1.41742,-0.413672,0.353501
1.46804,-0.414504,0.356794
1.52648,-0.41658,0.360593
1.55816,-0.417891,0.362652
2.32635,-0.612658,0.412254
2.37635,-0.614702,0.415503
2.3942,-0.597011,0.4167
2.40081,-0.565291,0.417194
2.39761,-0.520421,0.417075
2.38837,-0.49657,0.416522
2.22424,-0.452339,0.40593
2.22619,-0.442597,0.406076
2.30047,-0.426029,0.410943
2.36613,-0.427474,0.415214
2.40616,-0.412982,0.417847
2.4136,-0.392542,0.418373
2.41611,-0.349652,0.418622
2.41125,-0.295238,0.418415
2.41512,-0.242197,0.418772
2.41299,-0.199382,0.41872
2.41476,-0.146404,0.418941
7.19573,-0.183651,0.729999
7.40497,-0.156582,0.74367
7.40558,-0.12419,0.743775
7.40205,-0.091746,0.74361
7.40256,-0.026988,0.743773
7.39762,0.005388,0.743516
7.23962,0.06861,0.733361
6.91796,0.095828,0.712482
6.87956,0.125397,0.710043
6.87894,0.155489,0.710063
6.73469,0.211193,0.700787
6.6619,0.238085,0.696104
6.6588,0.267145,0.695961
6.65522,0.325341,0.695844
6.72349,0.358164,0.700353
6.82348,0.393428,0.70693
6.83365,0.424014,0.707653
6.83173,0.453902,0.707589
7.40267,0.720017,0.745277
7.40542,0.752996,0.745522
7.39857,0.817752,0.745206
3.73774,0.429838,0.506192
3.64665,0.435547,0.500276
3.19045,0.668029,0.471053
2.46594,0.53903,0.423646
2.42168,0.540483,0.420768
2.41931,0.551079,0.420635
1.72718,0.449689,0.37539
1.64996,0.445077,0.370356
2.17059,0.657228,0.404662
1.5957,0.506349,0.366948
0.848187,0.345257,0.317978
1.12367,0.48596,0.336188
0.683054,0.459955,0.307462
1.10189,0.747885,0.335296
1.25345,0.874718,0.345413
0.797856,1.24952,0.316515
0.487886,0.907295,0.295658
1.3332,-1.87556,0.35903
1.25721,-1.72084,0.353602
1.25779,-1.69053,0.353707
0.822945,-1.09752,0.32206
1.30471,-1.5744,0.357482
1.28232,-1.48056,0.35598
0.494119,-0.399602,0.29863
0.780825,-0.399848,0.320279
1.20299,-0.409599,0.352138
1.25103,-0.413714,0.355757
1.31043,-0.407973,0.360254
2.29247,-0.42494,0.434376
7.38518,-0.156287,0.819473
7.40273,-0.12424,0.820863
7.4032,-0.091833,0.820963
7.41168,-0.027043,0.821733
7.37748,0.069971,0.819346
7.03711,0.097555,0.793698
6.87211,0.125361,0.781295
6.83361,0.154588,0.778446
6.77917,0.212756,0.774452
6.71229,0.269504,0.769516
6.7057,0.328068,0.769135
6.81771,0.363471,0.777665
6.81826,0.423396,0.777827
6.80839,0.452712,0.77714
7.38888,0.719244,0.821508
7.40353,0.7534,0.822683
7.39668,0.81819,0.822296
3.55752,0.45691,0.53167
3.55618,0.504312,0.531664
3.55224,0.551451,0.531461
3.5529,0.615466,0.531639
3.55534,0.664107,0.531921
3.54734,0.710959,0.531411
3.13398,0.656789,0.500089
2.61132,0.559315,0.460426
3.57573,0.847897,0.533829
3.5817,0.865892,0.534316
3.56042,0.910408,0.532798
2.13969,0.689639,0.425074
1.18289,0.387444,0.352219
0.954822,0.418586,0.335059
1.16192,0.515156,0.350891
0.557872,0.325408,0.304898
0.890093,0.599555,0.330534
1.20167,0.831794,0.354528
1.24962,0.873006,0.358232
1.24394,0.90182,0.357861
1.25209,0.933,0.358538
1.24297,0.951823,0.357888
1.24567,1.00677,0.358202
1.2529,1.02167,0.358777
1.25401,1.05023,0.358918
1.24938,1.06508,0.358599
1.24638,1.1007,0.358444
1.25137,1.14461,0.358909
1.24785,1.15144,0.358656
1.22515,1.22306,0.357086
1.23971,1.25935,0.358258
1.19821,1.28281,0.355172
1.14069,1.27607,0.350814
0.544553,1.01367,0.305273
-0.201215,1.21287,0.249358
-0.2548,1.20796,0.245302
-0.403728,-0.398764,0.226656
-0.161188,-0.454221,0.24739
-0.098345,-2.22395,0.249238
1.30851,-1.84301,0.370915
1.29881,-1.77968,0.370208
0.839889,-1.1114,0.332108
1.04793,-0.409512,0.351396
1.05249,-0.405977,0.351795
2.33536,-0.616212,0.461629
2.36985,-0.614203,0.464597
2.37993,-0.594598,0.465503
2.39427,-0.509713,0.466905
2.39646,-0.499208,0.467115
2.14667,-0.437439,0.445771
2.19313,-0.406969,0.449825
2.34392,-0.424284,0.46275
2.40561,-0.424549,0.468051
2.40995,-0.392702,0.468488
2.41099,-0.338795,0.468686
2.4086,-0.29548,0.468567
2.41642,-0.242794,0.469345
2.41431,-0.199874,0.46925
2.39628,-0.187807,0.467724
2.41608,-0.146766,0.469509
7.39451,-0.156624,0.897357
7.3971,-0.124257,0.897645
7.39558,-0.091821,0.897579
7.40405,-0.027039,0.898437
7.40873,0.070331,0.899035
7.39042,0.102543,0.897526
6.89979,0.125979,0.855406
6.87825,0.155737,0.853614
6.81575,0.184206,0.8483
6.77605,0.21285,0.844945
6.74219,0.241363,0.842093
6.7132,0.269784,0.839658
6.73547,0.329822,0.841692
6.76381,0.360924,0.844191
6.78626,0.42179,0.846242
7.39315,0.720306,0.899
7.40878,0.75461,0.900412
7.40192,0.819506,0.899954
3.71417,0.427902,0.582226
3.63906,0.435428,0.575786
3.562,0.457925,0.569208
3.56065,0.505431,0.569187
3.55768,0.552826,0.569027
3.56097,0.601391,0.569407
3.55192,0.664107,0.568755
3.54801,0.679485,0.568451
3.54197,0.710567,0.567993
3.07825,0.645754,0.528009
2.50499,0.54861,0.478546
2.42672,0.542654,0.471807
2.42434,0.553293,0.471624
3.56938,0.847208,0.570623
3.56856,0.86355,0.570586
3.55698,0.910408,0.569685
1.71587,0.447681,0.410523
1.67538,0.444995,0.407037
1.6551,0.455201,0.405315
1.64806,0.476678,0.404754
1.79762,0.536966,0.417728
2.19014,0.66445,0.451718
1.61096,0.520056,0.401652
1.13315,0.371649,0.360289
1.11401,0.494582,0.358891
1.10967,0.504352,0.358537
0.750701,0.349712,0.327375
0.46952,0.27742,0.303064
0.533627,0.357494,0.308735
1.06939,0.7208,0.355509
1.25276,0.951782,0.371733
1.25075,1.1555,0.371969
1.08852,1.27426,0.358265
1.04727,1.28166,0.354734
0.995745,1.27451,0.350292
0.598696,1.11566,0.315849
0.439604,1.25969,0.302465
-0.199898,1.203,0.24739
-0.195168,-0.56735,0.242212
-0.445581,-2.14247,0.214869
0.92199,-0.408514,0.350394
0.952896,-0.407224,0.353381
1.4525,-0.411526,0.40161
1.52038,-0.416317,0.408154
1.55775,-0.419181,0.411757
2.2866,-0.466443,0.482034
2.21733,-0.442208,0.475394
2.29435,-0.426211,0.482863
2.35104,-0.426057,0.488336
7.38498,-0.156582,0.974915
7.39454,-0.124341,0.975903
7.39501,-0.091907,0.976013
7.40429,-0.059544,0.976974
7.40447,-0.027068,0.977056
7.39555,0.005401,0.976261
7.38526,0.070179,0.975397
7.3799,0.102501,0.974945
6.787,0.243215,0.917982
6.8008,0.273582,0.919375
6.80252,0.303543,0.919601
6.79815,0.333231,0.919239
6.79067,0.362728,0.918576
7.40343,0.722045,0.978462
7.40022,0.75451,0.978217
7.39687,0.78696,0.977958
7.3904,0.819067,0.977399
3.71016,0.427902,0.621278
3.63808,0.435783,0.614335
3.55912,0.458052,0.606756
3.55284,0.504871,0.606243
3.55972,0.553743,0.607005
3.55808,0.601557,0.606943
3.55979,0.666302,0.607239
3.55568,0.714092,0.606938
3.54864,0.728889,0.606288
3.04853,0.640237,0.557823
2.61644,0.56161,0.515946
2.48463,0.544778,0.503185
3.57227,0.848817,0.60881
3.57338,0.865657,0.608952
3.56179,0.91263,0.607927
1.80211,0.538959,0.437276
2.20377,0.669361,0.476319
2.12641,0.686889,0.468885
2.06082,0.685769,0.46255
2.02102,0.682413,0.4587
1.66878,0.58008,0.424485
1.30645,0.460874,0.389262
0.901428,0.377603,0.349989
1.36316,0.577196,0.39497
1.2515,0.549594,0.384134
1.09091,0.496536,0.368523
0.532715,0.311891,0.314257
0.944109,1.27789,0.355919
0.897861,1.28442,0.351466
0.800951,1.24769,0.342036
0.625155,1.16665,0.324899
0.394084,1.27255,0.302802
-0.149908,-0.408576,0.245388
-0.097744,-2.19597,0.247371
0.696565,-0.869113,0.334975
1.32405,-1.56166,0.400678
0.832421,-0.409703,0.350426
1.32442,-0.41389,0.403027
1.35272,-0.409687,0.406061
1.4097,-0.413393,0.412146
2.35868,-0.623829,0.513197
2.38107,-0.596287,0.515646
2.40778,-0.591738,0.518512
2.3977,-0.533716,0.517551
2.39275,-0.499614,0.51709
2.28477,-0.466642,0.50561
2.29544,-0.426937,0.506831
2.34522,-0.425525,0.512157
2.37936,-0.420917,0.515817
2.40469,-0.4145,0.518538
2.41506,-0.394462,0.519687
2.40727,-0.339072,0.518966
2.4187,-0.297418,0.520272
2.41269,-0.242993,0.519738
2.40266,-0.199382,0.518753
2.41434,-0.147008,0.520108
7.4007,-0.157088,1.05328
7.4013,-0.124591,1.05341
7.39978,-0.092068,1.05331
7.4001,-0.059576,1.05341
7.40326,-0.027094,1.05381
7.40893,0.070482,1.05461
7.40456,0.102957,1.05421
6.78965,0.124234,0.988502
6.75822,0.153348,0.985201
6.75662,0.212693,0.985149
6.73178,0.241505,0.98255
6.72371,0.270783,0.981746
6.72246,0.300305,0.981672
6.74044,0.360446,0.983715
6.77057,0.391878,0.987001
6.7688,0.421605,0.986871
7.38931,0.721465,1.05383
7.40391,0.75572,1.05545
7.39706,0.820711,1.05485
3.70683,0.428016,0.659469
3.6368,0.436138,0.651998
3.5482,0.568575,0.642791
3.54781,0.664838,0.642942
2.96509,0.62348,0.580549
2.41805,0.542003,0.52189
2.41567,0.552628,0.521658
3.54798,0.910161,0.643454
1.87985,0.562874,0.464383
1.88182,0.645542,0.46476
1.46077,0.508631,0.419461
0.916134,0.324099,0.360853
0.874427,0.313753,0.356373
0.501596,0.294369,0.316467
0.912013,0.611111,0.36099
1.16715,0.8188,0.388689
1.19814,0.856207,0.392078
0.847272,1.28441,0.355421
0.422125,0.800159,0.308986
0.367856,0.705746,0.302994
0.345843,0.671076,0.30057
0.367184,1.04403,0.303602
0.344306,1.26935,0.301609
-0.137703,1.16635,0.249861
-0.525587,-1.74795,0.196803
-0.523349,-1.76844,0.197026
-0.527918,-1.84312,0.196337
-0.515891,-1.86211,0.197717
-0.519709,-1.94188,0.197106
-0.519351,-1.97508,0.197081
-0.516095,-2.03479,0.197345
-0.515888,-2.07195,0.197294
-0.515603,-2.11013,0.197251
-0.50727,-2.15737,0.198138
-0.497916,-2.15956,0.199237
-0.282868,-2.14172,0.224627
-0.202577,-2.30035,0.233774
1.2927,-1.56825,0.411544
0.755721,-0.406475,0.350573
2.34864,-0.622052,0.537946
2.31366,-0.473197,0.534122
2.21826,-0.443569,0.522934
2.39398,-0.177735,0.544186
7.40017,-0.157278,1.13446
7.40574,-0.124826,1.13519
7.4062,-0.092266,1.13531
7.4067,-0.027141,1.1355
7.39781,0.005416,1.13451
7.3925,0.070416,1.13402
7.38715,0.102847,1.13345
6.79482,0.124488,1.06366
6.76046,0.153596,1.05967
6.75885,0.213037,1.0596
6.78154,0.273462,1.06239
6.78029,0.303276,1.06231
6.75557,0.36172,1.05951
6.77496,0.422531,1.06192
7.40159,0.72359,1.13641
7.40134,0.756427,1.13644
7.39798,0.78896,1.13611
7.39449,0.821478,1.13577
3.71369,0.429383,0.701005
3.56199,0.459575,0.68318
3.5557,0.50655,0.682532
3.55076,0.553743,0.682045
3.55401,0.602386,0.682527
3.55271,0.650494,0.68247
3.54881,0.698288,0.682107
3.54575,0.713896,0.681777
2.91143,0.613058,0.606787
2.59407,0.558272,0.569259
2.46451,0.541798,0.553951
3.56423,0.849047,0.684229
3.56631,0.866126,0.684508
3.55473,0.913124,0.683238
1.68688,0.441906,0.462066
1.65997,0.450527,0.45891
1.64459,0.454146,0.457104
1.92469,0.57711,0.490377
2.20263,0.670806,0.523335
2.1997,0.680499,0.523009
2.14921,0.685681,0.517067
2.07142,0.681046,0.507886
2.03356,0.67855,0.503417
1.04092,0.464326,0.385951
0.997176,0.450176,0.380766
0.890224,0.406855,0.368069
